"","Id","Block","SubCondition","Condition","RespCorr.mean","RT.mean","RespCorr.1","RT.1","RespCorr.2","RT.2","RespCorr.3","RT.3","RespCorr.4","RT.4","RespCorr.5","RT.5","RespCorr.6","RT.6","Congruency","CatVsItem"
"253","1-2-1-J-1-J",2,"J","1",1,1000,0.83989073624802,534.571687143615,0.751522918281633,562.29402201507,0.863323606217146,557.044082177715,0.863323606217146,589.007619200632,0.889662755221062,577.912639280728,0.5085258023858,801.119522902804,"Congruent","Cat"
"457","1-3-1-C-1-C",2,"C","1",1,1000,0.62303997891582,406.628856395549,0.764001860383649,434.351191267004,0.646472848884946,441.365842424722,0.646472848884946,461.064788452566,0.933401111022207,567.623091109348,0.70252846818276,631.061924845489,"Congruent","Cat"
"469","1-3-1-J-1-J",2,"J","1",1,1000,0.798202013567162,385.909484821798,0.739392505372629,413.631819693253,0.821634883536288,480.828558423724,0.821634883536288,440.345416878815,0.953087078467709,565.699800401431,0.486676872234213,758.6210767078,"Congruent","Cat"
"673","1-4-1-C-1-C",2,"C","1",1,1000,0.674603932342432,388.196590671348,0.932646412640245,415.918925542803,0.698036802311559,523.051191177096,0.698036802311559,442.632522728365,0.948333733027708,507.049832356582,0.60979628581917,785.993690821551,"Congruent","Cat"
"685","1-4-1-J-1-J",2,"J","1",1,1000,0.64098652288699,335.278906496893,0.881607715085687,363.001241368347,0.664419392856117,398.697782990562,0.664419392856117,389.71483855391,0.803685385788128,619.516063296721,0.663959853472719,638.297291589057,"Congruent","Cat"
"889","1-5-1-C-1-C",2,"C","1",1,1000,0.785027218141723,585.143527806835,0.805666433607545,612.86586267829,0.808460088110849,560.601431395305,0.808460088110849,639.579459863852,0.957957203816311,616.258161972885,0.608202719292557,889.930366731182,"Congruent","Cat"
"901","1-5-1-J-1-J",2,"J","1",1,1000,0.821833114364249,403.183752369438,0.555762119909017,430.906087240892,0.845265984333375,626.111396494416,0.845265984333375,457.619684426455,0.959978116852563,538.130530109577,0.583904362675656,689.441184610709,"Congruent","Cat"
"1105","2-1-1-C-1-C",2,"C","1",1,1000,0.735971902490875,404.020358567112,0.817148023497236,431.742693438567,0.759404772460001,539.881732278429,0.759404772460001,458.456290624129,0.957195213373371,546.513118039612,0.752440572476395,629.192039860758,"Congruent","Cat"
"1117","2-1-1-J-1-J",2,"J","1",1,1000,0.623672282252196,452.214028085757,0.780017903095197,479.936362957212,0.647105152221322,503.216975520002,0.647105152221322,506.649960142774,0.785537194469561,668.196640106105,0.804540022687941,623.944356605322,"Congruent","Cat"
"1321","2-2-1-C-1-C",2,"C","1",1,1000,0.655101975886273,517.689644020013,0.920314297899867,545.411978891468,0.678534845855399,481.802134159994,0.678534845855399,572.12557607703,0.911172952299042,494.634785211959,0.697551786124587,797.675863929492,"Congruent","Cat"
"1333","2-2-1-J-1-J",2,"J","1",1,1000,0.717732658364541,601.576110399391,0.786406834922474,629.298445270846,0.741165528333667,386.571834002854,0.741165528333667,656.012042456408,0.844990381797697,549.979710534934,0.601512967086999,736.759163339607,"Congruent","Cat"
"1537","2-3-1-C-1-C",2,"C","1",1,1000,0.832380184862814,535.632882471844,0.853879756085094,563.355217343299,0.85581305483194,466.574790795738,0.85581305483194,590.068814528861,0.842315172418721,531.614807479666,0.463588409038188,690.146594465662,"Congruent","Cat"
"1549","2-3-1-J-1-J",2,"J","1",1,1000,0.819367527106632,383.529019773635,0.760266576052252,411.251354645089,0.842800397075758,494.317552170752,0.842800397075758,437.964951830652,0.807723718349065,507.425674764095,0.668800473722995,716.994484758333,"Congruent","Cat"
"1753","2-4-1-C-1-C",2,"C","1",1,1000,0.672019503582093,536.734660835127,0.678544452613938,564.456995706581,0.695452373551219,542.402744395973,0.695452373551219,591.170592892144,0.946181164567905,706.185994043269,0.770364372880016,791.381110601036,"Congruent","Cat"
"1765","2-4-1-J-1-J",2,"J","1",1,1000,0.643835877746132,573.583001447626,0.65498513773504,601.30533631908,0.667268747715258,423.298389269956,0.667268747715258,628.018933504643,0.843876311286861,583.153371761164,0.609600565410438,696.43234164693,"Congruent","Cat"
"1969","2-5-1-C-1-C",2,"C","1",1,1000,0.59049088474852,533.836617918209,0.760870481497781,561.558952789664,0.613923754717647,451.196508928376,0.613923754717647,588.272549975226,0.889959622427083,674.564102240022,0.579012986463417,770.934738375963,"Congruent","Cat"
"1981","2-5-1-J-1-J",2,"J","1",1,1000,0.781137682231634,434.726499591416,0.745467729314649,462.448834462871,0.804570552200761,527.815150522254,0.804570552200761,489.162431648433,0.787442412733296,638.266182276382,0.54391445003949,676.841996332481,"Congruent","Cat"
"2185","3-1-1-C-1-C",2,"C","1",1,1000,0.705737709166793,746.009556056197,0.745043275133009,773.731890927652,0.729170579135919,409.23081859521,0.729170579135919,800.445488113214,0.996648091233294,411.981480024682,0.612002392700812,889.982553368436,"Congruent","Cat"
"2197","3-1-1-J-1-J",2,"J","1",1,1000,0.881268230540984,523.373161585301,0.791869633219443,551.095496456756,0.90470110051011,453.320842364945,0.90470110051011,577.809093642318,0.846408425816478,720.036765546972,0.550338334511506,774.733610386711,"Congruent","Cat"
"2401","3-2-1-C-1-C",2,"C","1",1,1000,0.695202974859331,398.51504153598,0.725298185714259,426.237376407435,0.718635844828457,607.577388867329,0.718635844828457,452.950973592997,0.73756157385361,543.115877276729,0.600823518636726,571.281041377592,"Congruent","Cat"
"2413","3-2-1-J-1-J",2,"J","1",1,1000,0.709933029767845,417.424448728408,0.670583129725242,445.146783599862,0.733365899736972,598.267712577177,0.733365899736972,471.860380785425,0.796915753830705,774.958976487283,0.562806412757253,815.096634251632,"Congruent","Cat"
"2617","3-3-1-C-1-C",2,"C","1",1,1000,0.805425781148388,471.877887986477,0.916586630805737,499.600222857932,0.828858651117515,662.546666286858,0.828858651117515,526.313820043494,0.883437665417649,634.199159899342,0.438016681435848,749.860927608016,"Congruent","Cat"
"2629","3-3-1-J-1-J",2,"J","1",1,1000,0.624573449790751,619.159797614688,0.660572413814603,646.882132486143,0.648006319759877,538.099384813548,0.648006319759877,673.595729671705,0.931255747044808,572.066832137531,0.77965932483504,720.169536002366,"Congruent","Cat"
"2833","3-4-1-C-1-C",2,"C","1",1,1000,0.617145696744661,412.625973308036,0.680997649762259,440.348308179491,0.640578566713787,685.545398225208,0.640578566713787,467.061905365053,0.963162319224709,483.836644356659,0.454215883890082,994.279112508089,"Congruent","Cat"
"2845","3-4-1-J-1-J",2,"J","1",1,1000,0.829406563452671,357.04683823879,0.800351345792075,384.769173110245,0.852839433421797,651.376559214673,0.852839433421797,411.482770295807,0.954273719377839,527.009553321306,0.678569143115238,697.177035841463,"Congruent","Cat"
"3049","3-5-1-C-1-C",2,"C","1",1,1000,0.718164177081276,565.733737930942,0.777749835189646,593.456072802396,0.741597047050402,415.636672267551,0.741597047050402,620.169669987959,0.958177682261372,656.345749267473,0.663160537540211,750.4970762298,"Congruent","Cat"
"3061","3-5-1-J-1-J",2,"J","1",1,1000,0.746791603064345,650.766691253265,0.795284961290703,678.48902612472,0.770224473033471,459.809945180683,0.770224473033471,705.202623310282,0.772161041235498,671.93303202309,0.606514001064615,696.12966637707,"Congruent","Cat"
"49","1-1-1-C-1-C",3,"C","1",1,1000,0.726073013844775,456.897816960087,0.794176906716179,498.48131926727,0.761222318798465,599.657462139531,0.761222318798465,538.551715045613,0.952829225999218,718.691158821407,0.693905023634623,586.599642719332,"Congruent","Cat"
"61","1-1-1-J-1-J",3,"J","1",1,1000,0.816602536223694,470.912861085856,0.713041678687425,512.496363393039,0.851751841177384,312.516207742354,0.851751841177384,552.566759171382,0.915846159209146,594.418575065325,0.602152289769958,762.000207619464,"Congruent","Cat"
"265","1-2-1-C-1-C",3,"C","1",1,1000,0.73168756405132,445.348224375023,0.503062728128789,486.931726682205,0.766836869005009,280.992372852589,0.766836869005009,527.002122460549,0.945837988168814,729.064785927755,0.481475789721757,680.75006786962,"Congruent","Cat"
"277","1-2-1-J-1-J",3,"J","1",1,1000,0.894778713263963,389.354405133854,0.838584656034766,430.937907441036,0.929928018217653,278.702685354453,0.929928018217653,471.008303219379,0.989027579486607,794.003162123476,0.560052650722637,763.612912280228,"Congruent","Cat"
"481","1-3-1-C-1-C",3,"C","1",1,1000,0.904810193919741,525.645374007651,0.731206884446344,567.228876314833,0.939959498873431,615.38047053172,0.939959498873431,607.299272093177,0.938179233700197,604.05281411892,0.633807600569268,807.375968916522,"Congruent","Cat"
"493","1-3-1-J-1-J",3,"J","1",1,1000,0.609876405032959,720.88469475866,0.656993369992171,762.468197065842,0.645025709986649,547.916690710141,0.645025709986649,802.538592844186,0.90527388109533,509.639510437497,0.516087666741911,596.131720586177,"Congruent","Cat"
"697","1-4-1-C-1-C",3,"C","1",1,1000,0.962331771751821,575.842317952107,0.749047852105799,617.42582025929,0.99748107670551,518.665645237481,0.99748107670551,657.496216037633,0.834399300464253,681.002786215305,0.601594695490814,629.27412378296,"Congruent","Cat"
"709","1-4-1-J-1-J",3,"J","1",1,1000,0.681407264110542,488.100776202887,0.688829990046063,529.684278510069,0.716556569064231,457.310400412939,0.716556569064231,569.754674288413,0.980418138970687,738.263186919388,0.831013295276503,692.674895647302,"Congruent","Cat"
"913","1-5-1-C-1-C",3,"C","1",1,1000,0.791097715770856,594.958591964367,0.772962506411843,636.542094271549,0.826247020724546,403.165236848747,0.826247020724546,676.612490049892,0.877179564183533,795.6072875844,0.606273675047012,674.119809923076,"Congruent","Cat"
"925","1-5-1-J-1-J",3,"J","1",1,1000,0.775045636620872,399.562770335514,0.63833371955164,441.146272642696,0.810194941574562,249.374388429886,0.810194941574562,481.21666842104,0.828198478141107,550.449988217857,0.731174923000053,766.975988497085,"Congruent","Cat"
"1129","2-1-1-C-1-C",3,"C","1",1,1000,0.809234077134931,419.358765290383,0.695506230967945,460.942267597565,0.844383382088621,621.535451431576,0.844383382088621,501.012663375908,0.958266028181604,671.471355248912,0.57979142658916,921.337830530017,"Congruent","Cat"
"1141","2-1-1-J-1-J",3,"J","1",1,1000,0.707735444301383,412.896536782874,0.671777824236355,454.480039090056,0.742884749255073,293.726629754012,0.742884749255073,494.5504348684,0.710012008322593,701.585109702207,0.643808137621141,742.501681357409,"Congruent","Cat"
"1345","2-2-1-C-1-C",3,"C","1",1,1000,0.771899534790327,567.370741371879,0.668640253333836,608.954243679061,0.807048839744017,449.101630656403,0.807048839744017,649.024639457404,0.705045321925196,576.647115392927,0.821654073338031,595.142339733554,"Congruent","Cat"
"1357","2-2-1-J-1-J",3,"J","1",1,1000,0.898253473259106,707.393784578916,0.661440829850838,748.977286886098,0.933402778212796,422.571984232938,0.933402778212796,789.047682664441,0.902520163977575,778.486645656185,0.54302638993902,822.25057995254,"Congruent","Cat"
"1561","2-3-1-C-1-C",3,"C","1",1,1000,0.602619289659141,352.412115040711,0.826990688082848,393.995617347893,0.63776859461283,442.66793679238,0.63776859461283,434.066013126237,0.962691292810085,720.995956674735,0.665613253671181,635.561825433835,"Congruent","Cat"
"1573","2-3-1-J-1-J",3,"J","1",1,1000,0.827264411524592,512.508365111695,0.974684429027438,554.091867418877,0.862413716478282,499.569215413141,0.862413716478282,594.16226319722,0.973686626370604,605.037025413198,0.578421093578247,639.214127184912,"Congruent","Cat"
"1777","2-4-1-C-1-C",3,"C","1",1,1000,0.650673541449995,545.433164688782,0.768760046404031,587.016666995964,0.685822846403685,455.311295216944,0.685822846403685,627.087062774307,0.868275792349628,668.271206542495,0.597054143644553,796.820402797572,"Congruent","Cat"
"1789","2-4-1-J-1-J",3,"J","1",1,1000,0.735888453921808,452.652718676726,0.888881165644382,494.236220983908,0.771037758875498,603.084657814558,0.771037758875498,534.306616762251,0.963455556002279,473.553092573742,0.450172730818029,622.047044884121,"Congruent","Cat"
"1993","2-5-1-C-1-C",3,"C","1",1,1000,0.712519671863851,288.074105364476,0.734890932044386,329.657607671658,0.747668976817541,559.103944935991,0.747668976817541,369.728003450001,0.935194396759455,641.961298130733,0.55212111638229,771.365199698859,"Congruent","Cat"
"2005","2-5-1-J-1-J",3,"J","1",1,1000,0.561281998270927,682.458197859117,0.766442475257973,724.041700166299,0.596431303224616,488.500968756542,0.596431303224616,764.112095944642,0.974810909680878,560.265793765774,0.454429466116238,784.141506756358,"Congruent","Cat"
"2209","3-1-1-C-1-C",3,"C","1",1,1000,0.66939805934991,404.506766679536,0.798173898863335,446.090268986718,0.7045473643036,571.149364476492,0.7045473643036,486.160664765061,0.950183762852264,538.065256104497,0.531556596647783,743.894052549275,"Congruent","Cat"
"2221","3-1-1-J-1-J",3,"J","1",1,1000,0.770869975121828,582.732514560935,0.662748438346864,624.316016868117,0.806019280075518,586.293397652702,0.806019280075518,664.386412646461,0.90651648442463,706.40784439599,0.786540919944136,723.349275936699,"Congruent","Cat"
"2425","3-2-1-C-1-C",3,"C","1",1,1000,0.832501638615666,485.574773253677,0.764508524777382,527.158275560859,0.867650943569355,570.363637895504,0.867650943569355,567.228671339203,0.897162567234322,623.328237901308,0.614452178282755,716.148325994834,"Congruent","Cat"
"2437","3-2-1-J-1-J",3,"J","1",1,1000,0.658236974075033,539.512777476013,0.897178793652311,581.096279783195,0.693386279028723,349.399279584642,0.693386279028723,621.166675561538,0.915252258124184,511.127443535344,0.518432556607406,615.637144100549,"Congruent","Cat"
"2641","3-3-1-C-1-C",3,"C","1",1,1000,0.679700561768615,460.066917563654,0.777416936131961,501.650419870836,0.714849866722304,552.156690104395,0.714849866722304,541.720815649179,0.984937329921238,542.94815645792,0.639337955692948,692.295930159163,"Congruent","Cat"
"2653","3-3-1-J-1-J",3,"J","1",1,1000,0.796302590283633,416.097808933213,0.697457901972987,457.681311240395,0.831451895237323,496.344623732153,0.831451895237323,497.751707018739,0.97265542879957,530.176824260062,0.508764750718164,681.197625906749,"Congruent","Cat"
"2857","3-4-1-C-1-C",3,"C","1",1,1000,0.790933771298013,368.232444643601,0.9399846947394,409.815946950783,0.826083076251702,639.534570953295,0.826083076251702,449.886342729126,0.942231010969443,498.658105912756,0.403361725727812,649.211687353379,"Congruent","Cat"
"2869","3-4-1-J-1-J",3,"J","1",1,1000,0.857939200988613,394.288757797857,0.835451682765373,435.872260105039,0.893088505942302,416.354550722234,0.893088505942302,475.942655883382,0.962976658776593,717.79869887997,0.784502010379363,658.326288081748,"Congruent","Cat"
"3073","3-5-1-C-1-C",3,"C","1",1,1000,0.709851029226153,479.239901456794,0.815796453944237,520.823403763977,0.745000334179843,605.085141410523,0.745000334179843,560.89379954232,0.848790848379472,649.834173876224,0.662573472286016,671.062169938797,"Congruent","Cat"
"3085","3-5-1-J-1-J",3,"J","1",1,1000,0.815289256055524,540.877312032412,0.663091039656426,582.460814339595,0.850438561009214,608.981736185309,0.850438561009214,622.531210117938,0.732328079621251,668.973752639534,0.680509357913031,687.845611283038,"Congruent","Cat"
"73","1-1-1-C-1-C",4,"C","1",1,1000,0.901025196429739,461.876308472679,0.673292554860715,517.320978215589,0.947890936367991,551.126013142026,0.947890936367991,570.748172586713,0.897631045202662,583.960284855307,0.740942724874493,616.245493301538,"Congruent","Cat"
"85","1-1-1-J-1-J",4,"J","1",1,1000,0.732555995929645,577.969684262545,0.818377773107671,633.414354005455,0.779421735867898,446.335257113886,0.779421735867898,686.841548376579,0.961010779791448,573.29610793764,0.802032305643349,823.201118668029,"Congruent","Cat"
"289","1-2-1-C-1-C",4,"C","1",1,1000,0.720146623850139,522.555129516424,0.623596078502715,577.999799259334,0.767012363788392,528.879364823033,0.767012363788392,631.426993630458,0.837811842186756,658.590326244702,0.683599549428342,686.4376709499,"Congruent","Cat"
"301","1-2-1-J-1-J",4,"J","1",1,1000,0.833929839019666,346.207705436219,0.641065619630223,401.652375179129,0.880795578957919,356.130343776621,0.880795578957919,455.079569550253,0.90773095217841,781.951605487256,0.656932370240148,773.013480891426,"Congruent","Cat"
"505","1-3-1-C-1-C",4,"C","1",1,1000,0.882767107509764,474.683960244944,0.861551753941298,530.128629987854,0.929632847448017,559.299227435726,0.929632847448017,583.555824358978,0.850622761353997,698.767276241384,0.848273759096014,612.862441582249,"Congruent","Cat"
"517","1-3-1-J-1-J",4,"J","1",1,1000,0.870220475458489,552.164319938978,0.7362596088024,607.608989681888,0.917086215396742,564.679515016799,0.917086215396742,661.036184053012,0.913088309389187,689.006339104665,0.804686841843018,716.430677201536,"Congruent","Cat"
"721","1-4-1-C-1-C",4,"C","1",1,1000,0.877534570650142,740.809559460166,0.782345119203733,796.254229203076,0.924400310588395,506.940286158488,0.924400310588395,849.6814235742,0.868571515754668,623.57617335036,0.749371393070928,723.203873886975,"Congruent","Cat"
"733","1-4-1-J-1-J",4,"J","1",1,1000,0.688594478303761,439.568442973506,0.571635698610462,495.013112716416,0.735460218242014,502.835167212582,0.735460218242014,548.44030708754,0.869300589137949,689.681428450037,0.894239870664308,733.310884824351,"Congruent","Cat"
"937","1-5-1-C-1-C",4,"C","1",1,1000,0.869378358001641,470.625933083949,0.809108581322864,526.070602826858,0.916244097939894,464.939155483673,0.916244097939894,579.497797197983,0.886295604831239,630.287893459542,0.8139965976859,861.972431352315,"Congruent","Cat"
"949","1-5-1-J-1-J",4,"J","1",1,1000,0.838177526024127,624.098860443364,0.578494253953457,679.543530186273,0.88504326596238,718.445969769267,0.88504326596238,732.970724557398,0.908490758812363,663.531002056352,0.532614481128467,654.876907821459,"Congruent","Cat"
"1153","2-1-1-C-1-C",4,"C","1",1,1000,0.722231832565757,336.958977344645,0.872436384239114,392.403647087554,0.76909757250401,290.391112484454,0.76909757250401,445.830841458679,0.838217022830912,579.697819927745,0.676881567435673,654.040649655735,"Congruent","Cat"
"1165","2-1-1-J-1-J",4,"J","1",1,1000,0.764313637611131,745.761213599541,0.709764267847709,801.20588334245,0.811179377549384,571.375658115147,0.811179377549384,854.633077713575,0.819396064638178,549.034283629564,0.589469696130512,567.694523058617,"Congruent","Cat"
"1369","2-2-1-C-1-C",4,"C","1",1,1000,0.737917518686479,486.85286337205,0.776879785454622,542.29753311496,0.784783258624732,567.34416434902,0.784783258624732,595.724727486084,0.800641487290925,566.975488998288,0.790877520613806,929.074913381202,"Congruent","Cat"
"1381","2-2-1-J-1-J",4,"J","1",1,1000,0.922933076846029,390.624239940786,0.755392481595955,446.068909683696,0.969798816784282,353.497324621454,0.969798816784282,499.49610405482,0.925382657752521,506.922376014563,0.815514550405531,659.335562203707,"Congruent","Cat"
"1585","2-3-1-C-1-C",4,"C","1",1,1000,0.83728309757394,328.838778805189,0.761748257876666,384.283448548098,0.884148837512193,550.069337158291,0.884148837512193,437.710642919223,0.944903310866234,761.547138627968,0.618121839525362,603.407735082424,"Congruent","Cat"
"1597","2-3-1-J-1-J",4,"J","1",1,1000,0.75544227612424,414.358249814318,0.819965971184393,469.802919557227,0.802308016062492,446.388820186515,0.802308016062492,523.230113928352,0.884231130776259,437.898690663159,0.67498205254156,753.973941069237,"Congruent","Cat"
